epoch;Dice;loss;lr;precision;recall;val_Dice;val_loss;val_precision;val_recall
37;0.7568753361701965;0.12372776865959167;9.4760566e-05;0.9817625880241394;0.9817625880241394;0.746935248374939;0.14465831220149994;0.9804816842079163;0.9804816842079163
38;0.7661170363426208;0.12036032229661942;9.4617266e-05;0.9812638163566589;0.9812638163566589;0.7581974267959595;0.13925844430923462;0.9790208339691162;0.9790208339691162
39;0.7589744925498962;0.12322033941745758;9.447386e-05;0.9817844033241272;0.9817844033241272;0.6619728803634644;0.17888015508651733;0.978267252445221;0.978267252445221
40;0.7609638571739197;0.1277443915605545;9.433035e-05;0.980238676071167;0.980238676071167;0.7812945246696472;0.1219562441110611;0.975314736366272;0.975314736366272
41;0.7733945846557617;0.12222149968147278;9.418676e-05;0.981726348400116;0.981726348400116;0.7882858514785767;0.12867650389671326;0.9794859886169434;0.9794859886169434
42;0.7687416076660156;0.1226336807012558;9.404308e-05;0.9811611175537109;0.9811611175537109;0.7288238406181335;0.15647068619728088;0.9755651950836182;0.9755651950836182
43;0.7654709219932556;0.12389041483402252;9.389929e-05;0.9814513921737671;0.9814513921737671;0.7370643615722656;0.15631647408008575;0.9745059013366699;0.9745059013366699
44;0.7662399411201477;0.1254502385854721;9.3755414e-05;0.9814770221710205;0.9814770221710205;0.7838526368141174;0.12644505500793457;0.9770139455795288;0.9770139455795288
45;0.7696707844734192;0.12644419074058533;9.361144e-05;0.9791909456253052;0.9791909456253052;0.772972583770752;0.13445885479450226;0.973534882068634;0.973534882068634
46;0.7569243907928467;0.11900819092988968;9.346737e-05;0.9834481477737427;0.9834481477737427;0.7100419402122498;0.16232851147651672;0.9744040369987488;0.9744040369987488
47;0.7603397369384766;0.12374847382307053;9.332322e-05;0.9802103042602539;0.9802103042602539;0.7226702570915222;0.17330260574817657;0.9727081060409546;0.9727081060409546
48;0.7566777467727661;0.12169254571199417;9.317896e-05;0.9822903871536255;0.9822903871536255;0.7555374503135681;0.14050185680389404;0.9766297340393066;0.9766297340393066
49;0.770221471786499;0.12195637077093124;9.3034614e-05;0.9789465665817261;0.9789465665817261;0.8034093976020813;0.11937997490167618;0.9766308069229126;0.9766308069229126
50;0.7669985294342041;0.12423883378505707;9.2890165e-05;0.9796839356422424;0.9796839356422424;0.7702935338020325;0.13554129004478455;0.9675725698471069;0.9675725698471069
51;0.7577251195907593;0.12369193881750107;9.274562e-05;0.9819675087928772;0.9819675087928772;0.7585612535476685;0.14009763300418854;0.9749950766563416;0.9749950766563416
52;0.7665688395500183;0.12004414945840836;9.260098e-05;0.9820461273193359;0.9820461273193359;0.7551151514053345;0.12834934890270233;0.976374089717865;0.976374089717865
53;0.7587323784828186;0.1245979592204094;9.245624e-05;0.9819835424423218;0.9819834232330322;0.7647258043289185;0.11747131496667862;0.9844970703125;0.9844970703125
54;0.7599321603775024;0.12429066747426987;9.2311406e-05;0.9827377796173096;0.9827377796173096;0.7995096445083618;0.14182133972644806;0.9646288752555847;0.9646288752555847
55;0.7488624453544617;0.12458360195159912;9.2166476e-05;0.9810446500778198;0.9810446500778198;0.803009033203125;0.12360095232725143;0.9808033108711243;0.9808033108711243
56;0.7552685141563416;0.12263468652963638;9.2021444e-05;0.9825839996337891;0.9825839996337891;0.7338007092475891;0.17311754822731018;0.9734198451042175;0.9734198451042175
57;0.7701753377914429;0.11913951486349106;9.187632e-05;0.9806237816810608;0.9806237816810608;0.7384138703346252;0.13757677376270294;0.9809761047363281;0.9809761047363281
58;0.769271731376648;0.12147452682256699;9.173109e-05;0.979730486869812;0.979730486869812;0.7473886013031006;0.15898080170154572;0.9744617342948914;0.9744617342948914
59;0.7672094702720642;0.1234385222196579;9.158577e-05;0.9796609878540039;0.9796609878540039;0.7817012667655945;0.12902319431304932;0.9743184447288513;0.9743184447288513
60;0.765021026134491;0.1221560537815094;9.144035e-05;0.9811215996742249;0.9811215996742249;0.7889232039451599;0.13097180426120758;0.9827219843864441;0.9827219843864441
61;0.7753123044967651;0.1177840530872345;9.129482e-05;0.9839271306991577;0.9839271306991577;0.7671629190444946;0.12301532179117203;0.9771101474761963;0.9771101474761963
62;0.7604450583457947;0.11939681321382523;9.11492e-05;0.9849686622619629;0.9849686622619629;0.795595645904541;0.11808209121227264;0.9782282114028931;0.9782282114028931
63;0.7633628845214844;0.11995658278465271;9.100347e-05;0.9813044667243958;0.9813044667243958;0.7411532998085022;0.119526207447052;0.9838523864746094;0.9838523864746094
64;0.7683967351913452;0.11512988805770874;9.0857655e-05;0.9837390184402466;0.9837390184402466;0.7542523741722107;0.13724574446678162;0.9757096767425537;0.9757096767425537
65;0.7671265006065369;0.11993977427482605;9.071173e-05;0.9830007553100586;0.9830007553100586;0.7738604545593262;0.1245657354593277;0.9782515168190002;0.9782515168190002
66;0.7707543969154358;0.1175164058804512;9.056571e-05;0.9812585711479187;0.9812585711479187;0.7693633437156677;0.12807190418243408;0.9758419990539551;0.9758419990539551
67;0.7643643617630005;0.12090954184532166;9.041959e-05;0.9794209003448486;0.9794209003448486;0.7777500748634338;0.11683694273233414;0.9843879342079163;0.9843879342079163
68;0.7697617411613464;0.12002412229776382;9.027336e-05;0.9820118546485901;0.9820118546485901;0.7679797410964966;0.14510971307754517;0.9729476571083069;0.9729476571083069
69;0.7666335105895996;0.12164734303951263;9.012703e-05;0.9797399640083313;0.9797399640083313;0.7545657157897949;0.1309666782617569;0.980222225189209;0.980222225189209
70;0.7678013443946838;0.12079872190952301;8.99806e-05;0.9814167618751526;0.9814167618751526;0.8040568232536316;0.11967702209949493;0.9764928221702576;0.9764928221702576
71;0.7708929777145386;0.12155978381633759;8.983407e-05;0.9810665249824524;0.9810665249824524;0.6213225722312927;0.22493745386600494;0.9752943515777588;0.9752943515777588
72;0.7819011807441711;0.12044449895620346;8.968744e-05;0.9811373353004456;0.9811373353004456;0.7623144388198853;0.1453583836555481;0.9742814898490906;0.9742814898490906
73;0.7665457725524902;0.12074831873178482;8.95407e-05;0.982451319694519;0.982451319694519;0.7922757267951965;0.11935612559318542;0.9802619218826294;0.9802619218826294
74;0.7756831645965576;0.1205325499176979;8.939386e-05;0.9811495542526245;0.9811495542526245;0.7723351120948792;0.12574471533298492;0.9780414700508118;0.9780414700508118
75;0.7723426222801208;0.12061679363250732;8.9246925e-05;0.9821392893791199;0.9821392893791199;0.7671251893043518;0.14973567426204681;0.9707823991775513;0.9707823991775513
76;0.7720898985862732;0.11817441135644913;8.909988e-05;0.9810645580291748;0.9810645580291748;0.7713671326637268;0.14802105724811554;0.9701158404350281;0.9701158404350281
77;0.7747952342033386;0.11775816977024078;8.8952715e-05;0.9816398024559021;0.9816398024559021;0.7540569305419922;0.12167955189943314;0.9858237504959106;0.9858236908912659
78;0.767905056476593;0.12140347063541412;8.8805464e-05;0.9825960993766785;0.9825960993766785;0.6844004988670349;0.2112753689289093;0.9726890921592712;0.9726890921592712
79;0.7689760327339172;0.12049784511327744;8.8658104e-05;0.9812033772468567;0.9812033772468567;0.7694234251976013;0.11168063431978226;0.9851987957954407;0.9851987957954407
80;0.7699263095855713;0.11821490526199341;8.851064e-05;0.982211172580719;0.982211172580719;0.7627917528152466;0.12346125394105911;0.9776903390884399;0.9776903390884399
81;0.7747802138328552;0.11724596470594406;8.8363064e-05;0.9829573035240173;0.9829573035240173;0.7808827757835388;0.12905684113502502;0.9729393720626831;0.9729393720626831
82;0.7730934619903564;0.12036644667387009;8.821539e-05;0.9797788262367249;0.9797788262367249;0.8000234365463257;0.1103987991809845;0.9798480868339539;0.9798480868339539
83;0.7688456177711487;0.11687315255403519;8.806761e-05;0.9830965399742126;0.9830965399742126;0.7600816488265991;0.1376916915178299;0.972900390625;0.972900390625
84;0.7651805877685547;0.11761460453271866;8.7919725e-05;0.9832281470298767;0.9832281470298767;0.7866503000259399;0.11850351095199585;0.9805732369422913;0.9805732369422913
85;0.7736636400222778;0.12103206664323807;8.7771725e-05;0.9799399375915527;0.9799399375915527;0.7935420870780945;0.1110960990190506;0.9839224815368652;0.9839224815368652
86;0.7658092379570007;0.1180679127573967;8.762363e-05;0.9824577569961548;0.9824577569961548;0.7713916897773743;0.12461778521537781;0.9810890555381775;0.9810890555381775
87;0.7736373543739319;0.11833703517913818;8.747542e-05;0.9822732210159302;0.9822732210159302;0.7696896195411682;0.1267552524805069;0.9820501804351807;0.9820501804351807
88;0.7767212390899658;0.11991269141435623;8.7327106e-05;0.9804731607437134;0.9804731607437134;0.7772689461708069;0.1200396716594696;0.9806780815124512;0.9806780815124512
89;0.7668411731719971;0.11866029351949692;8.717868e-05;0.9834096431732178;0.9834096431732178;0.785615861415863;0.1101287379860878;0.9840181469917297;0.9840181469917297
90;0.7698747515678406;0.11891137808561325;8.703014e-05;0.9820536971092224;0.9820536971092224;0.7636916041374207;0.14878898859024048;0.9775587320327759;0.9775587320327759
91;0.7737388014793396;0.11925629526376724;8.6881504e-05;0.9826928973197937;0.9826928973197937;0.7821089625358582;0.11198300868272781;0.9831207990646362;0.9831207990646362
92;0.7772423028945923;0.11866173893213272;8.673274e-05;0.9794782996177673;0.9794782996177673;0.7937342524528503;0.1160706877708435;0.9805811047554016;0.9805811047554016
93;0.7733706831932068;0.1182444840669632;8.658389e-05;0.981146514415741;0.981146514415741;0.7672014832496643;0.12330534309148788;0.9829692244529724;0.9829692244529724
94;0.7804920077323914;0.11760716885328293;8.643491e-05;0.9821754097938538;0.9821754097938538;0.7732062339782715;0.14425833523273468;0.971281111240387;0.971281111240387
95;0.7663117051124573;0.11938031017780304;8.6285836e-05;0.9809879064559937;0.9809879064559937;0.793154239654541;0.11459772288799286;0.9787582159042358;0.9787582159042358
96;0.7796924114227295;0.11881893128156662;8.613664e-05;0.9811359643936157;0.9811359643936157;0.7981084585189819;0.12110606580972672;0.9808859825134277;0.9808859825134277
97;0.7726091146469116;0.12125778198242188;8.598734e-05;0.9812532663345337;0.9812532663345337;0.7438313961029053;0.13797999918460846;0.9776604771614075;0.9776604771614075
98;0.7711240649223328;0.11736075580120087;8.583793e-05;0.9827680587768555;0.9827680587768555;0.8242372274398804;0.10294439643621445;0.9819210171699524;0.9819210171699524
99;0.7759591937065125;0.12028302997350693;8.568841e-05;0.979986310005188;0.979986310005188;0.7849017381668091;0.12236769497394562;0.9797782897949219;0.9797782897949219
100;0.7636858224868774;0.11646617949008942;8.553877e-05;0.9830173254013062;0.9830173254013062;0.8033592104911804;0.12411091476678848;0.9731458425521851;0.9731458425521851
101;0.7715041041374207;0.11774566769599915;8.5389016e-05;0.9827496409416199;0.9827496409416199;0.7336321473121643;0.14439785480499268;0.983940064907074;0.983940064907074
102;0.7772169709205627;0.11746658384799957;8.523916e-05;0.9811273217201233;0.9811273217201233;0.7816305756568909;0.12390130758285522;0.9758310914039612;0.9758310914039612
103;0.770257294178009;0.11670350283384323;8.508918e-05;0.9833487272262573;0.9833487272262573;0.7731809020042419;0.13270066678524017;0.9776731729507446;0.9776731729507446
104;0.7697386145591736;0.11622536182403564;8.493909e-05;0.9847407341003418;0.9847407341003418;0.8122836947441101;0.11739376187324524;0.9771690368652344;0.9771690368652344
105;0.7637194991111755;0.12123250961303711;8.4788895e-05;0.9827922582626343;0.9827922582626343;0.8084284067153931;0.10509790480136871;0.9822208285331726;0.9822208285331726
106;0.7726125121116638;0.11931107193231583;8.4638574e-05;0.9825718998908997;0.9825718998908997;0.79953932762146;0.12030807882547379;0.9798195958137512;0.9798195958137512
107;0.7763347029685974;0.11687556654214859;8.448814e-05;0.9816133975982666;0.9816133975982666;0.7784338593482971;0.12875498831272125;0.977704644203186;0.977704644203186
108;0.7731413841247559;0.11840328574180603;8.43376e-05;0.9814886450767517;0.9814886450767517;0.8112638592720032;0.11226010322570801;0.9796524047851562;0.9796524047851562
109;0.768706738948822;0.11854487657546997;8.418694e-05;0.9815604090690613;0.9815604090690613;0.791509211063385;0.11049526929855347;0.9829772710800171;0.9829772710800171
110;0.775409996509552;0.11875628679990768;8.403616e-05;0.9806857705116272;0.9806857705116272;0.7075863480567932;0.1780800223350525;0.9751979112625122;0.9751979112625122
111;0.7774266004562378;0.11469166725873947;8.3885265e-05;0.981945812702179;0.981945812702179;0.805374801158905;0.11779188364744186;0.9744241237640381;0.9744241237640381
112;0.7690895199775696;0.12133524566888809;8.373426e-05;0.9816124439239502;0.9816124439239502;0.7794329524040222;0.13989493250846863;0.9696184992790222;0.9696184992790222
113;0.7681718468666077;0.117620088160038;8.358313e-05;0.9817584156990051;0.9817584156990051;0.7479761242866516;0.16453281044960022;0.972690761089325;0.972690761089325
114;0.7774708867073059;0.11685717850923538;8.343189e-05;0.9822238683700562;0.9822238683700562;0.7758647203445435;0.13532643020153046;0.9759752750396729;0.9759752750396729
115;0.7704266905784607;0.11731837689876556;8.328053e-05;0.9824622869491577;0.9824622869491577;0.7814739942550659;0.12592670321464539;0.9772096872329712;0.9772096872329712
116;0.7808585166931152;0.12026505172252655;8.312905e-05;0.9802740812301636;0.9802740812301636;0.7596532702445984;0.12568481266498566;0.980456531047821;0.980456531047821
117;0.7704533338546753;0.11809661984443665;8.297746e-05;0.9810596704483032;0.9810596704483032;0.7332518100738525;0.15265920758247375;0.9765434861183167;0.9765434861183167
118;0.7844425439834595;0.11522016674280167;8.282574e-05;0.9824897646903992;0.9824897646903992;0.7645959258079529;0.13027973473072052;0.9788580536842346;0.9788580536842346
119;0.7781097888946533;0.11492034047842026;8.2673905e-05;0.9819373488426208;0.9819373488426208;0.7917686104774475;0.13051459193229675;0.9730362892150879;0.9730362892150879
120;0.7799843549728394;0.1169687882065773;8.252195e-05;0.9809467792510986;0.9809467792510986;0.6805183291435242;0.1995629221200943;0.9721489548683167;0.9721489548683167
121;0.7794341444969177;0.11240824311971664;8.236987e-05;0.983798086643219;0.983798086643219;0.7991687655448914;0.11532770842313766;0.9804700613021851;0.9804700613021851
122;0.7698996663093567;0.11821192502975464;8.221769e-05;0.9807315468788147;0.9807315468788147;0.7859124541282654;0.11186079680919647;0.9804474115371704;0.9804474115371704
123;0.7751036286354065;0.11918357759714127;8.2065366e-05;0.9821332097053528;0.9821332097053528;0.7226911783218384;0.16791285574436188;0.9744476675987244;0.9744476675987244
124;0.779116690158844;0.11607804149389267;8.191293e-05;0.9811661243438721;0.9811661243438721;0.778068482875824;0.11955839395523071;0.9824576377868652;0.9824576377868652
125;0.7708938121795654;0.1179240494966507;8.176037e-05;0.9824875593185425;0.9824875593185425;0.8043191432952881;0.1078076958656311;0.9816093444824219;0.9816093444824219
126;0.7743755578994751;0.11794077605009079;8.160769e-05;0.9814862012863159;0.9814862012863159;0.7817721962928772;0.13875004649162292;0.9684330224990845;0.9684330224990845
127;0.7669575214385986;0.1151910349726677;8.145489e-05;0.9833431243896484;0.9833431243896484;0.8041285872459412;0.11146791279315948;0.9806145429611206;0.9806145429611206
128;0.774881899356842;0.11569765955209732;8.130196e-05;0.9804679155349731;0.9804679155349731;0.808718204498291;0.11529073864221573;0.9809059500694275;0.9809059500694275
129;0.7731109857559204;0.1158333495259285;8.1148915e-05;0.9820685982704163;0.9820685982704163;0.7694070339202881;0.13562265038490295;0.9778860211372375;0.9778860211372375
130;0.7760888934135437;0.1182439997792244;8.099574e-05;0.9806976318359375;0.9806976318359375;0.7905424237251282;0.12659938633441925;0.9753538966178894;0.9753538966178894
131;0.7708914279937744;0.11846640706062317;8.0842445e-05;0.9808891415596008;0.9808891415596008;0.7812209725379944;0.14505326747894287;0.9671635031700134;0.9671635031700134
132;0.7719704508781433;0.11412495374679565;8.0689024e-05;0.9835408926010132;0.9835408926010132;0.7812504172325134;0.12852178514003754;0.976806640625;0.976806640625
133;0.7742111682891846;0.11550174653530121;8.053547e-05;0.9825644493103027;0.9825644493103027;0.8070229887962341;0.12276101857423782;0.9753009080886841;0.9753009080886841
134;0.766676127910614;0.12037727236747742;8.0381804e-05;0.9804713129997253;0.9804713129997253;0.780366837978363;0.12291049212217331;0.9760498404502869;0.9760498404502869
135;0.7701390981674194;0.11715236306190491;8.0228005e-05;0.9815285801887512;0.9815285801887512;0.7798044681549072;0.13395968079566956;0.9736557006835938;0.9736557006835938
136;0.7779273390769958;0.11743811517953873;8.0074075e-05;0.9814116358757019;0.9814116358757019;0.7916552424430847;0.12733832001686096;0.9730451703071594;0.9730451703071594
137;0.7667316198348999;0.12247464060783386;7.992003e-05;0.979871928691864;0.979871928691864;0.776928186416626;0.12446658313274384;0.9799720644950867;0.9799720644950867
138;0.7702690958976746;0.12004021555185318;7.976584e-05;0.9789166450500488;0.9789166450500488;0.8146911859512329;0.10696309804916382;0.9852434396743774;0.9852434396743774
139;0.7645559906959534;0.11758346855640411;7.9611535e-05;0.9853358268737793;0.9853358268737793;0.7955779433250427;0.1076425090432167;0.9843299984931946;0.9843299984931946
140;0.7704210877418518;0.1200043186545372;7.945711e-05;0.9803043007850647;0.9803043007850647;0.7913801074028015;0.10919702798128128;0.9827073812484741;0.9827073812484741
141;0.7757248282432556;0.1141151487827301;7.930253e-05;0.9850472211837769;0.9850472211837769;0.7966658473014832;0.11506693065166473;0.9804458022117615;0.9804458022117615
142;0.7833132147789001;0.1174817904829979;7.9147845e-05;0.9816642999649048;0.9816642999649048;0.7854427695274353;0.13779975473880768;0.9745236039161682;0.9745236039161682
143;0.7892095446586609;0.11589886993169785;7.899302e-05;0.9811941981315613;0.9811941981315613;0.7854965925216675;0.12783955037593842;0.9740602970123291;0.9740602970123291
144;0.7698695063591003;0.11409378051757812;7.883807e-05;0.9822429418563843;0.9822429418563843;0.7952854037284851;0.12211265414953232;0.9791427254676819;0.9791427254676819
145;0.768016517162323;0.11671873927116394;7.8682984e-05;0.9825655221939087;0.9825655221939087;0.7809982299804688;0.12232545018196106;0.9789312481880188;0.9789312481880188
146;0.7761855125427246;0.11470676958560944;7.8527766e-05;0.9836750626564026;0.9836750626564026;0.7699309587478638;0.14153768122196198;0.974282443523407;0.974282443523407
147;0.7792515754699707;0.11521128565073013;7.837242e-05;0.9816907048225403;0.9816907048225403;0.7414148449897766;0.1635294258594513;0.9739943742752075;0.9739943742752075
148;0.783767819404602;0.1180761456489563;7.8216945e-05;0.980450451374054;0.980450451374054;0.792371392250061;0.12599274516105652;0.9803767204284668;0.9803767204284668
149;0.7727500200271606;0.12142413854598999;7.806133e-05;0.9810903072357178;0.9810903072357178;0.7952718138694763;0.11323332041501999;0.9801866412162781;0.9801866412162781
150;0.7714251279830933;0.11730186641216278;7.7905584e-05;0.9806393980979919;0.9806393980979919;0.7901240587234497;0.12240666151046753;0.9811842441558838;0.9811842441558838
151;0.7774236798286438;0.11806569248437881;7.774971e-05;0.9809853434562683;0.9809853434562683;0.8029017448425293;0.11775347590446472;0.9778172969818115;0.9778172969818115
152;0.7726427912712097;0.11440779268741608;7.75937e-05;0.9832951426506042;0.9832951426506042;0.7938236594200134;0.11469300091266632;0.9795049428939819;0.9795049428939819
153;0.7809301614761353;0.11784461885690689;7.743755e-05;0.9798381328582764;0.9798381328582764;0.7745010256767273;0.12114142626523972;0.9865862131118774;0.9865862131118774
154;0.774117648601532;0.1134001687169075;7.728127e-05;0.9830698370933533;0.9830698370933533;0.8028713464736938;0.10786943882703781;0.9819654226303101;0.9819654226303101
155;0.7860512733459473;0.11268647760152817;7.712485e-05;0.9830294251441956;0.9830294251441956;0.7860942482948303;0.1187533512711525;0.9821014404296875;0.9821014404296875
156;0.7794756293296814;0.11329863220453262;7.6968296e-05;0.9821285605430603;0.9821285605430603;0.802196741104126;0.1162227988243103;0.9759165048599243;0.9759165048599243
157;0.7821008563041687;0.11721158027648926;7.681161e-05;0.979089081287384;0.979089081287384;0.7983459234237671;0.13123778998851776;0.9767298698425293;0.9767298698425293
158;0.773094654083252;0.11082734167575836;7.665479e-05;0.9844092726707458;0.9844092726707458;0.7545369863510132;0.14571626484394073;0.9788028597831726;0.9788028597831726
159;0.7802568078041077;0.11586688458919525;7.649782e-05;0.9824832677841187;0.9824832677841187;0.7964193820953369;0.11329323053359985;0.9803433418273926;0.9803433418273926
160;0.778139591217041;0.11462389677762985;7.634071e-05;0.9828709959983826;0.9828709959983826;0.7868779897689819;0.12493527680635452;0.9741477966308594;0.9741477966308594
161;0.7784808874130249;0.11752942204475403;7.6183474e-05;0.9802423119544983;0.9802423119544983;0.7781521081924438;0.11522902548313141;0.9817687273025513;0.9817687273025513
162;0.7853204607963562;0.11452081054449081;7.6026095e-05;0.9812074303627014;0.9812074303627014;0.7853113412857056;0.1126057505607605;0.9818251132965088;0.9818251132965088
163;0.7776747941970825;0.11483423411846161;7.586858e-05;0.9818286299705505;0.9818286299705505;0.799064576625824;0.12150698900222778;0.9784609079360962;0.9784609079360962
164;0.7726584076881409;0.1155000627040863;7.571091e-05;0.9814282059669495;0.9814282059669495;0.8101520538330078;0.1157398670911789;0.9781256318092346;0.9781256318092346
165;0.7746639251708984;0.1138685941696167;7.555311e-05;0.9840462803840637;0.9840462803840637;0.796817421913147;0.13735781610012054;0.9696910977363586;0.9696910977363586
166;0.7794467806816101;0.1157110333442688;7.539517e-05;0.9810215830802917;0.9810215830802917;0.8129279017448425;0.11657165735960007;0.9767109155654907;0.9767109155654907
167;0.7738052010536194;0.11430265009403229;7.523708e-05;0.9830381870269775;0.9830381870269775;0.7419797778129578;0.14346645772457123;0.9838971495628357;0.9838971495628357
168;0.7808646559715271;0.11401981115341187;7.507885e-05;0.9821251034736633;0.9821251034736633;0.8060040473937988;0.12716536223888397;0.9750052094459534;0.9750052094459534
169;0.7694875597953796;0.11353007704019547;7.492048e-05;0.9862099289894104;0.9862099289894104;0.7606895565986633;0.12496285885572433;0.9812538623809814;0.9812538623809814
